price,mileage,power,make_model,date,fuel,gear,offer_type,version,link
10290,2500,48,BMW F 900 R,21-Mar,Gasoline,Manual,Demonstration,A2 | 4 Pakete | Notruf,/offers/bmw-f-900-r-a2-4-pakete-notruf-gasoline-blue-6afeb97a-feb8-4346-9348-7db5e7a7f558
7500,10000,500,Piaggio MP3 500,16-May,Gasoline,,Used,,/offers/piaggio-mp3-500-gasoline-grey-76e132f7-0c2f-43c8-b850-c2d86662eff2
8500,17700,125,BMW R 1200 RS,15-Jan,Gasoline,,Used,,/offers/bmw-r-1200-rs-gasoline-grey-af75c8c2-436c-6a44-e053-0100007f9c7a
22000,25000,101,Harley-Davidson Road King,15-Jul,Gasoline,,Used,harley road king cvo 2015,/offers/harley-davidson-road-king-harley-road-king-cvo-2015-gasoline-green-db922eab-d936-a750-e053-0100007f90da
7250,477,69,Kawasaki Ninja 650,20-Mar,Gasoline,,Used,,/offers/kawasaki-ninja-650-gasoline-black-c8670199-9a13-41b8-a250-1fef1753f767
21100,0,,KTM 1290 Super Duke R,21-Jan,,,New,,/offers/ktm-1290-super-duke-r-orange-551b2196-8060-42df-b1a0-06e67badc341
8990,25700,,BMW R 1200 R,15-Jan,Gasoline,,Used,,/offers/bmw-r-1200-r-gasoline-white-39a4650c-6d63-439a-a1f6-55b1dae57168
7250,40000,131,Honda VTX 1800,2-Jan,Gasoline,,Used,,/offers/honda-vtx-1800-gasoline-blue-89a063fb-0e31-4fd3-badb-cc36d1faf6df
10900,13500,79,Harley-Davidson Sportster 1200,2-Jul,Gasoline,,Used,,/offers/harley-davidson-sportster-1200-gasoline-black-8df679c3-f862-0f46-e053-0100007fcc35
15000,72000,125,BMW R 1200 GS,17-Jul,Gasoline,,Used,,/offers/bmw-r-1200-gs-gasoline-blue-898489c5-1520-592b-e053-0100007fde8f
6000,2500,22,Vespa GTS 300,18-Aug,Gasoline,,Used,,/offers/vespa-gts-300-gasoline-white-2806d3c2-8567-8440-e053-0100007fbbcb
6240,33500,105,BMW R 1200,9-Mar,Gasoline,,Used,,/offers/bmw-r-1200-gasoline-blue-c4d012ba-9737-5318-e053-0100007fbca2
10790,6338,116,Yamaha Niken,18-Oct,Gasoline,Manual,Used,,/offers/yamaha-niken-gasoline-grey-57a06e54-23b6-4ab1-a805-c9c518b2fcea
9600,2000,58,BMW R 80/7,Feb-78,Gasoline,,Used,,/offers/bmw-r-80-7-gasoline-black-00a974bf-6e77-454d-e053-0100007fdef1
1700,3000,14,Malaguti XTM,9-Nov,Two Stroke Gasoline,Manual,Used,enduro,/offers/malaguti-xtm-enduro-two-stroke-gasoline-white-817a22e6-4e25-4404-99a4-5f74d3ad07c9
18000,15500,15,Yamaha Xenter 150,17-May,Gasoline,,Used,,/offers/yamaha-xenter-150-gasoline-grey-971d03b9-965d-b73c-e053-0100007fd058
10600,49904,107,BMW R 1200 RS,16-Apr,Gasoline,,Used,Tva Récup + Gar Premium 24 Mois !!!,/offers/bmw-r-1200-rs-tva-recup-gar-premium-24-mois-gasoline-blue-519a1bc9-4326-4866-a9a1-0d40728afb84
3829,0,,Vespa Sprint,21-Jan,,,New,25 km,/offers/vespa-sprint-25-km-white-627ec5dc-738b-4f7e-a2cf-196718b198eb
10499,18200,77,Triumph Bonneville Bobber,18-Jul,Gasoline,,Used,1200 Vance & Hines,/offers/triumph-bonneville-bobber-1200-vance-hines-gasoline-black-52befec6-fb56-c217-e053-0100007ff0ce
14900,1,203,Suzuki GSX-R 1000,18-Jan,Gasoline,,Used,NEU ML Editions Weiß-Matt Einzelstück,/offers/suzuki-gsx-r-1000-neu-ml-editions-weiss-matt-einzelstueck-gasoline-white-6de557bc-8215-fb55-e053-0100007f35a9
10000,4000,68,Harley-Davidson Sportster 1200,14-Jun,Gasoline,Manual,Used,,/offers/harley-davidson-sportster-1200-gasoline-black-938254bf-9293-447d-e053-0100007f3152
21000,1900,110,Harley-Davidson Fat Boy,18-Jun,Gasoline,,Used,serie limitata,/offers/harley-davidson-fat-boy-serie-limitata-gasoline-blue-dab9678f-58ae-4c7b-b462-80fda2b4557e
11999,22000,160,Harley-Davidson Dyna Street Bob,10-Jun,Gasoline,,Used,,/offers/harley-davidson-dyna-street-bob-gasoline-black-f27d9dc1-8ae5-2d41-e053-0100007f53fe
19990,3,165,BMW S 1000 XR,20-Feb,Gasoline,Manual,Used,,/offers/bmw-s-1000-xr-gasoline-red-d93b91ea-ad58-468d-a3e6-0039033fb6df
7499,1300,,Yamaha SCR 950,17-Apr,Gasoline,,Used,,/offers/yamaha-scr-950-gasoline-red-64f7327e-9498-4c42-b22e-7f716d82c5cb
18000,99999,42,Triumph Thunderbird 6T,Jan-52,Gasoline,,Used,,/offers/triumph-thunderbird-6t-gasoline-brown-5f4298b9-ff81-662e-e053-0100007f707d
8999,0,,CF Moto CForce 625,21-Jul,Diesel,,Used,TOURING S T3 E5,/offers/cf-moto-cforce-625-touring-s-t3-e5-diesel-black-7a012cbb-0a6a-4289-b1da-16a2ecf7f4a2
10000,44000,82,Triumph Thunderbird Sport,4-Jan,Gasoline,,Used,custom cafe racer,/offers/triumph-thunderbird-sport-custom-cafe-racer-gasoline-blue-36e06d4f-da2a-4f90-a1b8-1a06f250e99a
9000,42292,129,Honda VFR 1200,12-Mar,Gasoline,Automatic,Used,,/offers/honda-vfr-1200-gasoline-black-4f7ca0c0-22e1-0a76-e053-0100007f06db
10750,850,105,BMW F 900 R,21-Mar,Gasoline,Manual,Demonstration,4 Pakete - SOS - San Marino Blau,/offers/bmw-f-900-r-4-pakete-sos-san-marino-blau-gasoline-blue-32c72295-36f8-4333-bb05-24dfd1259433
1990,290,4,SYM Jet 14,21-Mar,Gasoline,Automatic,Used,50 wie Neu,/offers/sym-jet-14-50-wie-neu-gasoline-white-f99fcce9-32e4-4f2c-a128-dec8001114ea
10798,0,95,Honda CBR 650,21-Jan,Gasoline,Manual,New,650R,/offers/honda-cbr-650-650r-gasoline-black-b0da7683-335f-442c-997a-f40208deda1d
7999,150,29,Others,20-Jan,Gasoline,Automatic,Demonstration,Quadro Quadro3 QV3 Motorrijden met B-rijbewijs !,/offers/others-others-quadro-quadro3-qv3-motorrijden-met-b-rijbewijs-gasoline-white-155e11db-a396-4152-8ad7-64c2ebe50045
6990,24000,118,Kawasaki Versys 1000,13-Feb,Gasoline,Manual,Used,#NAME?,/offers/kawasaki-versys-1000-trax-seitenkoffer-gasoline-black-e3ba6529-ff69-4d56-9f75-6a8d57751454
9000,13081,116,Yamaha MT-09,19-Apr,Gasoline,,Used,abs,/offers/yamaha-mt-09-abs-gasoline-blue-f3a5eaa6-5b75-41e5-8ea4-a00bddc3e42b
33799,0,,Can Am Maverick,21-Jul,Diesel,,Used,X RC Turbo RR INT,/offers/can-am-maverick-x-rc-turbo-rr-int-diesel-black-e4a6d81d-1450-4214-ba11-e5adc8c70c12
11899,0,73,Yamaha Ténéré 700,21-Jan,,,New,ABS,/offers/yamaha-tenere-700-abs-black-3f4831b4-4f58-47b7-979e-2c6958e50ded
6990,10100,61,Kawasaki Vulcan S,16-Oct,Gasoline,Manual,Used,,/offers/kawasaki-vulcan-s-gasoline-green-227c633e-17e8-44e8-90b8-1005db7d4c28
16900,3500,,Ducati Monster 1200,20-May,Gasoline,,Used,,/offers/ducati-monster-1200-gasoline-red-a1485ec3-3cfb-4e14-a721-858dd5d2827e
3000,16500,279,Honda SH 300,14-Apr,Gasoline,Automatic,Used,,/offers/honda-sh-300-gasoline-white-91af98c1-8612-8171-e053-0100007f533c
8750,21900,143,Kawasaki Z 1000,15-Jan,Gasoline,,Used,SX ABS,/offers/kawasaki-z-1000-sx-abs-gasoline-black-e5ce0a9a-b8eb-4534-844e-a97db00655f5
11950,25900,107,BMW R 1200 GS,15-Apr,Gasoline,,Used,,/offers/bmw-r-1200-gs-gasoline-black-6aa62fc4-4622-2027-e053-0100007f7898
7200,40000,67,Suzuki VS 1400,May-92,Gasoline,,Used,,/offers/suzuki-vs-1400-gasoline-white-0473e0f2-3726-4853-87e7-c9f69878096d
16590,2296,136,BMW R 1250 RS,20-Apr,Gasoline,,Used,schöne RS wie NEU !!,/offers/bmw-r-1250-rs-schoene-rs-wie-neu-gasoline-yellow-1e12dc12-16b9-4d96-ae60-54bfa19b3f7e
7490,25446,145,Suzuki GSX-S 1000,15-Aug,Gasoline,Manual,Used,Suzuki GSX-S 1000 F 170-180 cm Höhe optimal,/offers/suzuki-gsx-s-1000-suzuki-gsx-s-1000-f-170-180-cm-hoehe-optimal-gasoline-red-c7dc21a1-e9c5-140f-e053-e350040aa451
12500,3100,95,BMW F 850 GS,19-Jul,Gasoline,Manual,Used,,/offers/bmw-f-850-gs-gasoline-989582cf-b93e-46c6-a549-e3471896483c
8000,15000,39,Yamaha XVS 650,Aug-99,Gasoline,Manual,Used,,/offers/yamaha-xvs-650-gasoline-black-8ae68fbf-0d0f-cb39-e053-0100007f80f5
16500,23000,82,Harley-Davidson Heritage Softail,Mar-97,Gasoline,,Used,,/offers/harley-davidson-heritage-softail-gasoline-silver-587b33ba-e78a-9947-e053-0100007fd88f
14290,6094,95,Honda CRF 1000,19-Jan,,,Used,AFRICA TWIN,/offers/honda-crf-1000-africa-twin-black-70f8223f-101d-42b9-a079-8d72bdb196f7
17000,15000,158,Ducati Multistrada 1260,19-Jun,Gasoline,,Used,pikes pike,/offers/ducati-multistrada-1260-pikes-pike-gasoline-red-6a2d631b-2041-4880-943b-88fab24024ea
21900,1116,,BMW R18 Classic,21-Jun,Gasoline,,Used,,/offers/bmw-r18-classic-gasoline-black-73eae4eb-ea9d-4236-a53a-b0ad3336cf13
10499,6350,88,Victory Boardwalk,17-Jun,Gasoline,,Used,,/offers/victory-boardwalk-gasoline-black-cbe311bc-f328-7e52-e053-0100007f2379
9750,1090,73,Ducati Scrambler,17-Jan,Gasoline,,Used,Special,/offers/ducati-scrambler-special-gasoline-white-523d1390-8b34-4575-8b7c-7cb77f0491a7
17500,38500,18,Zündapp DS 350,Jul-38,Gasoline,,Used,,/offers/zuendapp-ds-350-gasoline-black-a01150c4-1685-f428-e053-0100007f70a4
